SKU_ID,Product_Name,Category,Sub_Category,MRP,Store_Price,Lead_Time_Days,Inventory_Turn
DM-G2375,General Item 2375,General,Bedding,415,311,7,21
DM-F2376,FMCG Item 2376,FMCG,Snacks,328,301,4,37
DM-F2377,FMCG Item 2377,FMCG,Soap,255,234,4,42
DM-S2378,Staples Item 2378,Staples,Rice,677,575,1,31
DM-A2379,Apparel Item 2379,Apparel,Mens,376,225,11,27
DM-A2380,Apparel Item 2380,Apparel,Womens,860,516,10,45
DM-F2381,FMCG Item 2381,FMCG,Biscuits,120,110,3,38
DM-S2382,Staples Item 2382,Staples,Flour,504,428,2,23
DM-A2383,Apparel Item 2383,Apparel,Kids,686,411,13,24
DM-F2384,FMCG Item 2384,FMCG,Soap,54,49,3,23
DM-F2385,FMCG Item 2385,FMCG,Shampoo,317,291,4,28
DM-F2386,FMCG Item 2386,FMCG,Biscuits,259,238,5,22
DM-F2387,FMCG Item 2387,FMCG,Soap,383,352,5,26
DM-G2388,General Item 2388,General,Bedding,208,156,10,29
DM-A2389,Apparel Item 2389,Apparel,Mens,1180,708,15,37
DM-F2390,FMCG Item 2390,FMCG,Snacks,379,348,5,21
DM-A2391,Apparel Item 2391,Apparel,Womens,689,413,14,26
DM-A2392,Apparel Item 2392,Apparel,Kids,290,174,10,45
DM-G2393,General Item 2393,General,Toys,277,207,8,21
DM-G2394,General Item 2394,General,Toys,195,146,12,44
DM-G2395,General Item 2395,General,Kitchen,332,249,10,34
DM-A2396,Apparel Item 2396,Apparel,Womens,1194,716,14,29
DM-A2397,Apparel Item 2397,Apparel,Womens,400,240,10,43
DM-A2398,Apparel Item 2398,Apparel,Mens,290,174,12,20
DM-F2399,FMCG Item 2399,FMCG,Snacks,351,322,3,28
DM-G2400,General Item 2400,General,Bedding,1640,1230,11,17
DM-A2401,Apparel Item 2401,Apparel,Mens,961,576,13,26
DM-S2402,Staples Item 2402,Staples,Flour,592,503,1,23
DM-A2403,Apparel Item 2403,Apparel,Mens,898,538,11,15
DM-A2404,Apparel Item 2404,Apparel,Mens,470,282,12,16
DM-G2405,General Item 2405,General,Bedding,1756,1317,12,34
DM-A2406,Apparel Item 2406,Apparel,Kids,741,444,13,40
DM-S2407,Staples Item 2407,Staples,Dal,643,546,2,34
DM-G2408,General Item 2408,General,Kitchen,1562,1171,9,18
DM-S2409,Staples Item 2409,Staples,Flour,94,79,1,44
DM-A2410,Apparel Item 2410,Apparel,Kids,749,449,14,42
DM-S2411,Staples Item 2411,Staples,Rice,958,814,2,20
DM-A2412,Apparel Item 2412,Apparel,Womens,231,138,12,28
DM-A2413,Apparel Item 2413,Apparel,Womens,1070,642,14,45
DM-G2414,General Item 2414,General,Bedding,596,447,9,22
DM-S2415,Staples Item 2415,Staples,Dal,538,457,1,43
DM-S2416,Staples Item 2416,Staples,Flour,475,403,1,41
DM-A2417,Apparel Item 2417,Apparel,Womens,928,556,11,43
DM-G2418,General Item 2418,General,Bedding,1625,1218,10,40
DM-G2419,General Item 2419,General,Kitchen,925,693,7,16
DM-A2420,Apparel Item 2420,Apparel,Womens,555,333,10,29
DM-A2421,Apparel Item 2421,Apparel,Womens,783,469,10,31
DM-S2422,Staples Item 2422,Staples,Rice,587,498,2,17
DM-S2423,Staples Item 2423,Staples,Dal,618,525,1,22
DM-G2424,General Item 2424,General,Toys,1924,1443,7,19
DM-A2425,Apparel Item 2425,Apparel,Kids,1098,658,10,15
DM-S2426,Staples Item 2426,Staples,Rice,270,229,2,44
DM-S2427,Staples Item 2427,Staples,Rice,795,675,1,37
DM-G2428,General Item 2428,General,Bedding,1986,1489,7,38
DM-F2429,FMCG Item 2429,FMCG,Snacks,282,259,3,17
DM-A2430,Apparel Item 2430,Apparel,Kids,818,490,14,42
DM-S2431,Staples Item 2431,Staples,Flour,135,114,1,25
DM-G2432,General Item 2432,General,Kitchen,135,101,7,19
DM-F2433,FMCG Item 2433,FMCG,Soap,276,253,4,29
DM-A2434,Apparel Item 2434,Apparel,Mens,386,231,14,19
DM-S2435,Staples Item 2435,Staples,Flour,442,375,2,34
DM-S2436,Staples Item 2436,Staples,Rice,230,195,2,38
DM-A2437,Apparel Item 2437,Apparel,Mens,540,324,14,40
DM-S2438,Staples Item 2438,Staples,Rice,945,803,1,23
DM-A2439,Apparel Item 2439,Apparel,Kids,529,317,14,23
DM-F2440,FMCG Item 2440,FMCG,Biscuits,170,156,5,17
DM-A2441,Apparel Item 2441,Apparel,Womens,246,147,12,25
DM-S2442,Staples Item 2442,Staples,Flour,455,386,3,37
DM-A2443,Apparel Item 2443,Apparel,Kids,1065,639,14,44
DM-S2444,Staples Item 2444,Staples,Flour,276,234,3,41
DM-F2445,FMCG Item 2445,FMCG,Biscuits,27,24,3,17
DM-F2446,FMCG Item 2446,FMCG,Shampoo,182,167,3,35
DM-S2447,Staples Item 2447,Staples,Oil,444,377,3,25
DM-S2448,Staples Item 2448,Staples,Oil,675,573,2,15
DM-A2449,Apparel Item 2449,Apparel,Womens,1099,659,13,43
DM-S2450,Staples Item 2450,Staples,Rice,487,413,3,41
DM-A2451,Apparel Item 2451,Apparel,Womens,350,210,13,30
DM-S2452,Staples Item 2452,Staples,Rice,165,140,3,27
DM-G2453,General Item 2453,General,Toys,168,126,7,25
DM-A2454,Apparel Item 2454,Apparel,Womens,312,187,12,18
DM-S2455,Staples Item 2455,Staples,Oil,549,466,3,31
DM-G2456,General Item 2456,General,Kitchen,790,592,9,32
DM-A2457,Apparel Item 2457,Apparel,Mens,1158,694,11,31
DM-F2458,FMCG Item 2458,FMCG,Soap,433,398,5,24
DM-S2459,Staples Item 2459,Staples,Oil,308,261,3,29
DM-S2460,Staples Item 2460,Staples,Dal,427,362,2,39
DM-G2461,General Item 2461,General,Bedding,1060,795,9,38
DM-S2462,Staples Item 2462,Staples,Flour,718,610,1,45
DM-A2463,Apparel Item 2463,Apparel,Mens,1106,663,10,22
DM-F2464,FMCG Item 2464,FMCG,Shampoo,170,156,4,24
DM-S2465,Staples Item 2465,Staples,Dal,857,728,2,15
DM-G2466,General Item 2466,General,Kitchen,1555,1166,7,21
DM-G2467,General Item 2467,General,Bedding,1329,996,8,20
DM-F2468,FMCG Item 2468,FMCG,Snacks,37,34,5,15
DM-G2469,General Item 2469,General,Kitchen,979,734,8,15
DM-G2470,General Item 2470,General,Kitchen,277,207,11,34
DM-G2471,General Item 2471,General,Kitchen,1096,822,8,23
DM-A2472,Apparel Item 2472,Apparel,Womens,462,277,15,17
DM-G2473,General Item 2473,General,Bedding,1457,1092,10,37
DM-A2474,Apparel Item 2474,Apparel,Kids,736,441,11,26
DM-A2475,Apparel Item 2475,Apparel,Womens,443,265,12,27
DM-F2476,FMCG Item 2476,FMCG,Soap,39,35,5,15
DM-G2477,General Item 2477,General,Bedding,780,585,9,43
DM-F2478,FMCG Item 2478,FMCG,Shampoo,453,416,3,42
DM-S2479,Staples Item 2479,Staples,Dal,643,546,3,18
DM-A2480,Apparel Item 2480,Apparel,Womens,806,483,13,32
DM-A2481,Apparel Item 2481,Apparel,Womens,742,445,14,41
DM-F2482,FMCG Item 2482,FMCG,Biscuits,167,153,3,26
DM-G2483,General Item 2483,General,Kitchen,102,76,7,17
DM-S2484,Staples Item 2484,Staples,Dal,700,595,2,44
DM-A2485,Apparel Item 2485,Apparel,Kids,1180,708,15,31
DM-S2486,Staples Item 2486,Staples,Dal,986,838,1,16
DM-F2487,FMCG Item 2487,FMCG,Biscuits,95,87,4,22
DM-F2488,FMCG Item 2488,FMCG,Biscuits,411,378,4,20
DM-F2489,FMCG Item 2489,FMCG,Shampoo,358,329,4,34
DM-A2490,Apparel Item 2490,Apparel,Mens,1034,620,12,23
DM-F2491,FMCG Item 2491,FMCG,Soap,90,82,3,34
DM-A2492,Apparel Item 2492,Apparel,Mens,735,441,10,22
DM-A2493,Apparel Item 2493,Apparel,Kids,203,121,15,37
DM-G2494,General Item 2494,General,Kitchen,244,183,12,20
DM-F2495,FMCG Item 2495,FMCG,Snacks,484,445,4,25
DM-F2496,FMCG Item 2496,FMCG,Biscuits,66,60,5,42
DM-A2497,Apparel Item 2497,Apparel,Mens,791,474,15,33
DM-F2498,FMCG Item 2498,FMCG,Shampoo,464,426,5,44
DM-F2499,FMCG Item 2499,FMCG,Soap,129,118,5,36
DM-G2500,General Item 2500,General,Toys,996,747,9,27
DM-S2501,Staples Item 2501,Staples,Oil,857,728,3,34
DM-G2502,General Item 2502,General,Toys,406,304,10,15
DM-G2503,General Item 2503,General,Kitchen,1401,1050,9,28
DM-F2504,FMCG Item 2504,FMCG,Snacks,164,150,3,37
DM-S2505,Staples Item 2505,Staples,Oil,146,124,3,17
DM-G2506,General Item 2506,General,Toys,1581,1185,10,24
DM-A2507,Apparel Item 2507,Apparel,Mens,626,375,13,34
DM-S2508,Staples Item 2508,Staples,Rice,257,218,1,33
DM-F2509,FMCG Item 2509,FMCG,Shampoo,219,201,5,37
DM-G2510,General Item 2510,General,Kitchen,640,480,8,23
DM-F2511,FMCG Item 2511,FMCG,Snacks,153,140,5,26
DM-A2512,Apparel Item 2512,Apparel,Womens,320,192,12,34
DM-S2513,Staples Item 2513,Staples,Rice,340,289,3,15
DM-A2514,Apparel Item 2514,Apparel,Womens,202,121,13,26
DM-G2515,General Item 2515,General,Toys,391,293,10,21
DM-A2516,Apparel Item 2516,Apparel,Kids,454,272,10,24
DM-A2517,Apparel Item 2517,Apparel,Mens,249,149,12,20
DM-G2518,General Item 2518,General,Kitchen,294,220,12,33
DM-A2519,Apparel Item 2519,Apparel,Kids,706,423,14,25
DM-S2520,Staples Item 2520,Staples,Rice,638,542,1,25
DM-S2521,Staples Item 2521,Staples,Dal,504,428,1,25
DM-F2522,FMCG Item 2522,FMCG,Snacks,224,206,4,27
DM-F2523,FMCG Item 2523,FMCG,Snacks,221,203,5,29
DM-S2524,Staples Item 2524,Staples,Oil,381,323,1,43
DM-G2525,General Item 2525,General,Kitchen,1919,1439,11,37
DM-G2526,General Item 2526,General,Toys,608,456,10,19
DM-F2527,FMCG Item 2527,FMCG,Soap,436,401,4,34
DM-G2528,General Item 2528,General,Bedding,145,108,7,26
DM-G2529,General Item 2529,General,Toys,834,625,9,17
DM-S2530,Staples Item 2530,Staples,Oil,148,125,1,19
DM-G2531,General Item 2531,General,Toys,291,218,10,39
DM-A2532,Apparel Item 2532,Apparel,Kids,902,541,11,26
DM-A2533,Apparel Item 2533,Apparel,Womens,328,196,11,34
DM-A2534,Apparel Item 2534,Apparel,Kids,925,555,15,23
DM-F2535,FMCG Item 2535,FMCG,Soap,60,55,3,21
DM-F2536,FMCG Item 2536,FMCG,Soap,281,258,3,15
DM-A2537,Apparel Item 2537,Apparel,Kids,823,493,13,22
DM-F2538,FMCG Item 2538,FMCG,Biscuits,285,262,4,45
DM-G2539,General Item 2539,General,Kitchen,786,589,7,30
DM-A2540,Apparel Item 2540,Apparel,Womens,1106,663,13,38
DM-A2541,Apparel Item 2541,Apparel,Womens,250,150,12,37
DM-S2542,Staples Item 2542,Staples,Dal,421,357,3,27
DM-S2543,Staples Item 2543,Staples,Flour,85,72,3,33
DM-F2544,FMCG Item 2544,FMCG,Soap,14,12,5,36
DM-S2545,Staples Item 2545,Staples,Flour,855,726,3,45
DM-A2546,Apparel Item 2546,Apparel,Mens,404,242,13,19
DM-F2547,FMCG Item 2547,FMCG,Snacks,51,46,4,39
DM-A2548,Apparel Item 2548,Apparel,Kids,662,397,13,24
DM-A2549,Apparel Item 2549,Apparel,Womens,326,195,15,30
DM-G2550,General Item 2550,General,Toys,1031,773,12,19
DM-S2551,Staples Item 2551,Staples,Flour,703,597,3,19
DM-G2552,General Item 2552,General,Toys,236,177,11,18
DM-F2553,FMCG Item 2553,FMCG,Shampoo,118,108,3,15
DM-S2554,Staples Item 2554,Staples,Oil,396,336,3,29
DM-G2555,General Item 2555,General,Bedding,940,705,7,17
DM-S2556,Staples Item 2556,Staples,Dal,156,132,1,25
DM-F2557,FMCG Item 2557,FMCG,Shampoo,340,312,4,19
DM-A2558,Apparel Item 2558,Apparel,Mens,356,213,12,17
DM-A2559,Apparel Item 2559,Apparel,Womens,354,212,10,27
DM-F2560,FMCG Item 2560,FMCG,Soap,499,459,3,36
DM-A2561,Apparel Item 2561,Apparel,Mens,250,150,11,19
DM-S2562,Staples Item 2562,Staples,Rice,485,412,3,15
DM-F2563,FMCG Item 2563,FMCG,Soap,57,52,5,16
DM-F2564,FMCG Item 2564,FMCG,Soap,414,380,3,28
DM-A2565,Apparel Item 2565,Apparel,Kids,491,294,12,18
DM-G2566,General Item 2566,General,Kitchen,386,289,7,19
DM-S2567,Staples Item 2567,Staples,Flour,293,249,3,15
DM-F2568,FMCG Item 2568,FMCG,Soap,384,353,3,17
DM-F2569,FMCG Item 2569,FMCG,Snacks,211,194,5,38
DM-G2570,General Item 2570,General,Bedding,783,587,11,18
DM-G2571,General Item 2571,General,Kitchen,1825,1368,9,34
DM-A2572,Apparel Item 2572,Apparel,Kids,803,481,11,40
DM-S2573,Staples Item 2573,Staples,Oil,352,299,1,36
DM-F2574,FMCG Item 2574,FMCG,Shampoo,415,381,5,43
DM-F2575,FMCG Item 2575,FMCG,Snacks,328,301,5,37
DM-S2576,Staples Item 2576,Staples,Oil,779,662,3,38
DM-F2577,FMCG Item 2577,FMCG,Shampoo,68,62,3,40
DM-A2578,Apparel Item 2578,Apparel,Womens,483,289,10,23
DM-G2579,General Item 2579,General,Kitchen,145,108,7,29
DM-A2580,Apparel Item 2580,Apparel,Kids,795,477,13,18
DM-S2581,Staples Item 2581,Staples,Rice,487,413,1,37
DM-G2582,General Item 2582,General,Kitchen,150,112,12,37
DM-F2583,FMCG Item 2583,FMCG,Snacks,353,324,3,25
DM-G2584,General Item 2584,General,Bedding,1517,1137,9,41
DM-A2585,Apparel Item 2585,Apparel,Kids,817,490,13,35
DM-A2586,Apparel Item 2586,Apparel,Womens,1198,718,14,17
DM-A2587,Apparel Item 2587,Apparel,Womens,1145,687,12,17
DM-G2588,General Item 2588,General,Bedding,1939,1454,11,22
DM-G2589,General Item 2589,General,Bedding,1167,875,11,34
DM-S2590,Staples Item 2590,Staples,Rice,337,286,2,22
DM-S2591,Staples Item 2591,Staples,Oil,963,818,3,28
DM-F2592,FMCG Item 2592,FMCG,Snacks,195,179,5,22
DM-G2593,General Item 2593,General,Bedding,940,705,7,33
DM-G2594,General Item 2594,General,Kitchen,1837,1377,10,15
DM-G2595,General Item 2595,General,Bedding,1442,1081,7,20
DM-F2596,FMCG Item 2596,FMCG,Shampoo,137,126,3,24
DM-A2597,Apparel Item 2597,Apparel,Kids,1162,697,10,33
DM-G2598,General Item 2598,General,Bedding,1562,1171,10,36
DM-G2599,General Item 2599,General,Toys,1904,1428,8,44
DM-G2600,General Item 2600,General,Toys,1874,1405,7,26
DM-G2601,General Item 2601,General,Toys,1412,1059,7,26
DM-S2602,Staples Item 2602,Staples,Rice,528,448,3,15
DM-S2603,Staples Item 2603,Staples,Flour,409,347,1,42
DM-A2604,Apparel Item 2604,Apparel,Womens,799,479,15,28
DM-A2605,Apparel Item 2605,Apparel,Womens,660,396,12,40
DM-A2606,Apparel Item 2606,Apparel,Womens,555,333,11,16
DM-A2607,Apparel Item 2607,Apparel,Womens,797,478,13,24
DM-S2608,Staples Item 2608,Staples,Dal,383,325,3,16
DM-S2609,Staples Item 2609,Staples,Flour,536,455,1,34
DM-F2610,FMCG Item 2610,FMCG,Soap,263,241,3,28
DM-A2611,Apparel Item 2611,Apparel,Womens,612,367,14,39
DM-G2612,General Item 2612,General,Bedding,250,187,8,31
DM-S2613,Staples Item 2613,Staples,Rice,373,317,1,45
DM-S2614,Staples Item 2614,Staples,Oil,471,400,2,27
DM-G2615,General Item 2615,General,Toys,465,348,8,29
DM-F2616,FMCG Item 2616,FMCG,Shampoo,364,334,3,41
DM-G2617,General Item 2617,General,Toys,1215,911,9,15
DM-A2618,Apparel Item 2618,Apparel,Kids,319,191,15,44
DM-G2619,General Item 2619,General,Bedding,1027,770,12,42
DM-G2620,General Item 2620,General,Bedding,717,537,11,44
DM-S2621,Staples Item 2621,Staples,Oil,387,328,2,26
DM-S2622,Staples Item 2622,Staples,Oil,52,44,2,21
DM-F2623,FMCG Item 2623,FMCG,Biscuits,73,67,4,25
DM-S2624,Staples Item 2624,Staples,Dal,673,572,2,32
DM-G2625,General Item 2625,General,Bedding,1109,831,9,45
DM-G2626,General Item 2626,General,Bedding,1241,930,10,15
DM-G2627,General Item 2627,General,Bedding,1542,1156,12,30
DM-G2628,General Item 2628,General,Bedding,1760,1320,11,25
DM-F2629,FMCG Item 2629,FMCG,Biscuits,170,156,3,22
DM-A2630,Apparel Item 2630,Apparel,Mens,606,363,12,18
DM-A2631,Apparel Item 2631,Apparel,Mens,660,396,13,38
DM-G2632,General Item 2632,General,Bedding,608,456,9,42
DM-F2633,FMCG Item 2633,FMCG,Biscuits,386,355,4,40
DM-F2634,FMCG Item 2634,FMCG,Snacks,467,429,5,15
DM-F2635,FMCG Item 2635,FMCG,Snacks,57,52,4,24
DM-S2636,Staples Item 2636,Staples,Oil,821,697,2,28
DM-F2637,FMCG Item 2637,FMCG,Shampoo,38,34,5,16
DM-F2638,FMCG Item 2638,FMCG,Shampoo,410,377,5,44
DM-S2639,Staples Item 2639,Staples,Dal,679,577,3,17
DM-F2640,FMCG Item 2640,FMCG,Biscuits,41,37,5,41
DM-S2641,Staples Item 2641,Staples,Dal,469,398,2,30
DM-F2642,FMCG Item 2642,FMCG,Snacks,410,377,4,45
DM-F2643,FMCG Item 2643,FMCG,Soap,342,314,4,18
DM-F2644,FMCG Item 2644,FMCG,Soap,284,261,4,22
DM-S2645,Staples Item 2645,Staples,Dal,995,845,2,24
DM-A2646,Apparel Item 2646,Apparel,Kids,788,472,12,23
DM-G2647,General Item 2647,General,Bedding,183,137,8,19
DM-A2648,Apparel Item 2648,Apparel,Womens,1065,639,15,31
DM-G2649,General Item 2649,General,Bedding,320,240,11,27
DM-G2650,General Item 2650,General,Bedding,882,661,12,15
DM-G2651,General Item 2651,General,Bedding,1215,911,7,25
DM-A2652,Apparel Item 2652,Apparel,Mens,998,598,14,38
DM-A2653,Apparel Item 2653,Apparel,Mens,300,180,12,15
DM-G2654,General Item 2654,General,Toys,927,695,12,16
DM-F2655,FMCG Item 2655,FMCG,Shampoo,242,222,4,44
DM-A2656,Apparel Item 2656,Apparel,Kids,403,241,15,31
DM-A2657,Apparel Item 2657,Apparel,Kids,795,477,11,31
DM-F2658,FMCG Item 2658,FMCG,Soap,250,230,3,25
DM-A2659,Apparel Item 2659,Apparel,Mens,825,495,13,39
DM-F2660,FMCG Item 2660,FMCG,Snacks,189,173,4,18
DM-F2661,FMCG Item 2661,FMCG,Biscuits,236,217,4,23
DM-A2662,Apparel Item 2662,Apparel,Kids,760,456,10,22
DM-S2663,Staples Item 2663,Staples,Oil,842,715,2,43
DM-A2664,Apparel Item 2664,Apparel,Mens,414,248,14,40
DM-F2665,FMCG Item 2665,FMCG,Shampoo,110,101,3,33
DM-A2666,Apparel Item 2666,Apparel,Kids,1147,688,10,18
DM-G2667,General Item 2667,General,Kitchen,1905,1428,9,15
DM-G2668,General Item 2668,General,Toys,1737,1302,12,42
DM-F2669,FMCG Item 2669,FMCG,Biscuits,89,81,4,30
DM-F2670,FMCG Item 2670,FMCG,Biscuits,424,390,5,26
DM-G2671,General Item 2671,General,Kitchen,752,564,8,32
DM-A2672,Apparel Item 2672,Apparel,Mens,897,538,13,25
DM-F2673,FMCG Item 2673,FMCG,Snacks,329,302,4,32
DM-A2674,Apparel Item 2674,Apparel,Kids,1088,652,11,20
DM-S2675,Staples Item 2675,Staples,Flour,257,218,1,39
DM-F2676,FMCG Item 2676,FMCG,Snacks,350,322,4,37
DM-A2677,Apparel Item 2677,Apparel,Mens,903,541,12,22
DM-F2678,FMCG Item 2678,FMCG,Soap,490,450,5,43
DM-G2679,General Item 2679,General,Toys,1216,912,8,41
DM-F2680,FMCG Item 2680,FMCG,Shampoo,165,151,5,37
DM-S2681,Staples Item 2681,Staples,Flour,782,664,3,33
DM-S2682,Staples Item 2682,Staples,Dal,451,383,2,17
DM-F2683,FMCG Item 2683,FMCG,Snacks,327,300,5,37
DM-G2684,General Item 2684,General,Bedding,1886,1414,11,31
DM-G2685,General Item 2685,General,Bedding,1178,883,11,25
DM-F2686,FMCG Item 2686,FMCG,Shampoo,256,235,3,41
DM-S2687,Staples Item 2687,Staples,Flour,967,821,3,17
DM-F2688,FMCG Item 2688,FMCG,Biscuits,476,437,4,21
DM-S2689,Staples Item 2689,Staples,Flour,474,402,2,45
DM-A2690,Apparel Item 2690,Apparel,Kids,340,204,11,33
DM-G2691,General Item 2691,General,Kitchen,1179,884,10,34
DM-F2692,FMCG Item 2692,FMCG,Soap,261,240,4,20
DM-G2693,General Item 2693,General,Toys,1603,1202,10,44
DM-G2694,General Item 2694,General,Kitchen,322,241,8,26
DM-F2695,FMCG Item 2695,FMCG,Biscuits,121,111,5,23
DM-S2696,Staples Item 2696,Staples,Rice,931,791,2,21
DM-G2697,General Item 2697,General,Kitchen,831,623,12,44
DM-S2698,Staples Item 2698,Staples,Dal,505,429,1,41
DM-G2699,General Item 2699,General,Bedding,1236,927,9,29
DM-A2700,Apparel Item 2700,Apparel,Kids,310,186,13,19
DM-A2701,Apparel Item 2701,Apparel,Kids,360,216,11,44
DM-F2702,FMCG Item 2702,FMCG,Soap,416,382,3,30
DM-G2703,General Item 2703,General,Kitchen,1229,921,11,19
DM-S2704,Staples Item 2704,Staples,Dal,735,624,2,27
DM-F2705,FMCG Item 2705,FMCG,Soap,486,447,4,34
DM-S2706,Staples Item 2706,Staples,Rice,906,770,3,17
DM-G2707,General Item 2707,General,Bedding,851,638,10,35
DM-G2708,General Item 2708,General,Bedding,140,105,11,21
DM-G2709,General Item 2709,General,Toys,1523,1142,10,18
DM-G2710,General Item 2710,General,Bedding,846,634,12,27
DM-S2711,Staples Item 2711,Staples,Oil,483,410,1,36
DM-S2712,Staples Item 2712,Staples,Dal,265,225,3,18
DM-G2713,General Item 2713,General,Bedding,1573,1179,9,32
DM-S2714,Staples Item 2714,Staples,Dal,277,235,1,41
DM-F2715,FMCG Item 2715,FMCG,Soap,183,168,3,29
DM-F2716,FMCG Item 2716,FMCG,Biscuits,415,381,4,41
DM-S2717,Staples Item 2717,Staples,Rice,321,272,2,29
DM-S2718,Staples Item 2718,Staples,Flour,104,88,2,45
DM-A2719,Apparel Item 2719,Apparel,Womens,666,399,10,38
DM-G2720,General Item 2720,General,Toys,1900,1425,12,43
DM-F2721,FMCG Item 2721,FMCG,Shampoo,58,53,3,27
DM-F2722,FMCG Item 2722,FMCG,Snacks,117,107,5,39
DM-F2723,FMCG Item 2723,FMCG,Soap,492,452,5,21
DM-S2724,Staples Item 2724,Staples,Dal,308,261,3,32
DM-F2725,FMCG Item 2725,FMCG,Snacks,23,21,5,44
DM-A2726,Apparel Item 2726,Apparel,Womens,216,129,14,15
DM-S2727,Staples Item 2727,Staples,Oil,343,291,1,29
DM-F2728,FMCG Item 2728,FMCG,Shampoo,155,142,5,41
DM-G2729,General Item 2729,General,Toys,113,84,11,45
DM-F2730,FMCG Item 2730,FMCG,Snacks,66,60,5,43
DM-F2731,FMCG Item 2731,FMCG,Shampoo,431,396,5,30
DM-F2732,FMCG Item 2732,FMCG,Biscuits,32,29,5,16
DM-F2733,FMCG Item 2733,FMCG,Soap,322,296,4,41
DM-A2734,Apparel Item 2734,Apparel,Mens,505,303,13,38
DM-G2735,General Item 2735,General,Toys,948,711,12,28
DM-G2736,General Item 2736,General,Toys,414,310,8,22
DM-G2737,General Item 2737,General,Bedding,1264,948,12,27
DM-A2738,Apparel Item 2738,Apparel,Kids,818,490,15,16
DM-G2739,General Item 2739,General,Bedding,672,504,9,28
DM-A2740,Apparel Item 2740,Apparel,Mens,786,471,14,43
DM-G2741,General Item 2741,General,Kitchen,1664,1248,7,24
DM-F2742,FMCG Item 2742,FMCG,Soap,341,313,3,33
DM-A2743,Apparel Item 2743,Apparel,Womens,1104,662,14,33
DM-A2744,Apparel Item 2744,Apparel,Womens,223,133,14,30
DM-S2745,Staples Item 2745,Staples,Oil,797,677,1,15
DM-A2746,Apparel Item 2746,Apparel,Mens,860,516,13,32
DM-G2747,General Item 2747,General,Kitchen,1397,1047,10,39
DM-G2748,General Item 2748,General,Bedding,786,589,12,25
DM-F2749,FMCG Item 2749,FMCG,Soap,273,251,3,22
DM-A2750,Apparel Item 2750,Apparel,Mens,201,120,12,32
DM-G2751,General Item 2751,General,Bedding,588,441,12,35
DM-A2752,Apparel Item 2752,Apparel,Womens,1075,645,11,43
DM-A2753,Apparel Item 2753,Apparel,Mens,907,544,12,25
DM-G2754,General Item 2754,General,Bedding,111,83,12,32
DM-F2755,FMCG Item 2755,FMCG,Snacks,199,183,5,20
DM-F2756,FMCG Item 2756,FMCG,Biscuits,193,177,3,43
DM-G2757,General Item 2757,General,Bedding,1285,963,11,43
DM-G2758,General Item 2758,General,Toys,188,141,8,18
DM-F2759,FMCG Item 2759,FMCG,Biscuits,422,388,4,30
DM-G2760,General Item 2760,General,Toys,1752,1314,10,37
DM-S2761,Staples Item 2761,Staples,Dal,779,662,3,42
DM-F2762,FMCG Item 2762,FMCG,Biscuits,413,379,3,16
DM-S2763,Staples Item 2763,Staples,Flour,582,494,1,42
DM-G2764,General Item 2764,General,Bedding,209,156,11,44
DM-S2765,Staples Item 2765,Staples,Rice,395,335,3,41
DM-A2766,Apparel Item 2766,Apparel,Mens,831,498,13,20
DM-A2767,Apparel Item 2767,Apparel,Mens,1117,670,14,38
DM-F2768,FMCG Item 2768,FMCG,Biscuits,184,169,4,24
DM-S2769,Staples Item 2769,Staples,Rice,948,805,3,15
DM-F2770,FMCG Item 2770,FMCG,Shampoo,127,116,4,42
DM-S2771,Staples Item 2771,Staples,Dal,465,395,3,15
DM-G2772,General Item 2772,General,Toys,1577,1182,9,31
DM-A2773,Apparel Item 2773,Apparel,Womens,892,535,13,29
DM-S2774,Staples Item 2774,Staples,Dal,149,126,3,23
DM-G2775,General Item 2775,General,Toys,1837,1377,8,18
DM-S2776,Staples Item 2776,Staples,Flour,261,221,1,15
DM-S2777,Staples Item 2777,Staples,Oil,99,84,1,31
DM-G2778,General Item 2778,General,Kitchen,1080,810,11,40
DM-G2779,General Item 2779,General,Bedding,1233,924,8,31
DM-G2780,General Item 2780,General,Kitchen,1168,876,8,42
DM-S2781,Staples Item 2781,Staples,Dal,411,349,3,27
DM-F2782,FMCG Item 2782,FMCG,Biscuits,215,197,3,36
DM-G2783,General Item 2783,General,Bedding,924,693,12,26
DM-G2784,General Item 2784,General,Bedding,905,678,11,36
DM-G2785,General Item 2785,General,Bedding,208,156,8,43
DM-G2786,General Item 2786,General,Bedding,1022,766,12,36
DM-A2787,Apparel Item 2787,Apparel,Womens,807,484,15,15
DM-G2788,General Item 2788,General,Toys,1941,1455,8,30
DM-S2789,Staples Item 2789,Staples,Dal,344,292,1,32
DM-F2790,FMCG Item 2790,FMCG,Soap,482,443,5,23
DM-A2791,Apparel Item 2791,Apparel,Womens,1102,661,12,28
DM-S2792,Staples Item 2792,Staples,Flour,844,717,3,40
DM-S2793,Staples Item 2793,Staples,Dal,631,536,1,41
DM-S2794,Staples Item 2794,Staples,Flour,200,170,3,34
DM-S2795,Staples Item 2795,Staples,Flour,89,75,3,27
DM-F2796,FMCG Item 2796,FMCG,Biscuits,250,230,4,38
DM-G2797,General Item 2797,General,Bedding,1225,918,9,23
DM-A2798,Apparel Item 2798,Apparel,Womens,502,301,15,32
DM-F2799,FMCG Item 2799,FMCG,Biscuits,325,299,3,25
